병원명,구분,토요일,일요일,공휴일,주소,위도,경도,주소2
중문삼성연합의원, 의원,1,0,0,제주특별자치도 서귀포시 중문로 7,33.2526933883842,126.423027950794,중문동
조재익신경외과의원, 의원,1,0,0,제주특별자치도 서귀포시 대정읍 하모중앙로 76,33.2213903495082,126.251812065618,대정읍 하모리
제주현대안과의원, 의원,0,1,0,제주특별자치도 제주시 건주로 31,33.5167785217559,126.580982878284,도련일동
제주필의원, 의원,1,0,1,제주특별자치도 제주시 일주동로 229 ,33.5194425930885,126.569947757174,화북일동
제주연합재활의학과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 294,33.5002042667494,126.527884346517,이도이동
제주삼성의원, 의원,1,0,0,제주특별자치도 제주시 신성로 78,33.4954440983053,126.527805588365,도남동
제주라파의원, 의원,1,0,1,제주특별자치도 제주시 연북로 34,33.4816683662675,126.484952001108,노형동
제일산부인과의원, 의원,1,0,1,제주특별자치도 서귀포시 동문로 46 ,33.2501246590042,126.565167753248,서귀동
제이뉴피부과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 337,33.4914901645134,126.537246969878,이도이동
정소아청소년과의원, 의원,1,1,1,제주특별자치도 제주시 승천로 74 ,33.4921926501796,126.542579496739,아라이동
정민구소아청소년과의원, 의원,1,0,0,제주특별자치도 제주시 건주로4길 6-8,33.5167666311552,126.58029352618,도련일동
정광훈 정형외과의원, 의원,1,0,0,제주특별자치도 제주시 연삼로 395 ,33.4951718158437,126.533757635336,이도이동
일도365의원, 의원,1,1,0,제주특별자치도 제주시 고마로 115,33.5042252423383,126.542096059768,일도이동
인혜의원, 의원,1,0,1,제주특별자치도 서귀포시 중앙로 93 ,33.2528292134515,126.56037911371,서귀동
이화소아청소년과의원, 의원,1,0,0,제주특별자치도 제주시 신설로7길 4 ,33.4922171093415,126.543760446478,아라이동
이지봄안과의원, 의원,1,0,0,제주특별자치도 제주시 노형로 390,33.4842953208458,126.47713256299,노형동
선유외과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 299,33.4944036527446,126.534643601759,이도이동
서울의원, 의원,1,0,0,제주특별자치도 제주시 구좌읍 구좌로 51,33.523223412093,126.856999783017,구좌읍 세화리
더유니콘의원, 의원,1,0,0,제주특별자치도 제주시 1100로 3323,33.4830018418011,126.480399348849,노형동
이태우정형외과의원, 의원,0,0,0,제주특별자치도 제주시 화삼북로 68,33.5170666641725,126.580288525295,도련일동
구구정형외과의원, 의원,1,0,0,제주특별자치도 제주시 우정로 55,33.4879795114921,126.431124027577,외도일동
힐리피엠씨의원, 의원,0,0,0,제주특별자치도 서귀포시 솔오름로 61,33.2836442424197,126.55977231894,동홍동
대한결핵협회 제주특별자치도지부 복십자의원, 의원,0,0,0,제주특별자치도 제주시 연북로 274,33.4802774472967,126.510643695753,오라이동
삼성서울정형외과의원, 의원,1,0,0,제주특별자치도 제주시 노형로 386,33.4841515431711,126.4769251227,노형동
서울퍼스트성형외과의원, 의원,1,0,0,제주특별자치도 서귀포시 월드컵로 8,33.2489939885441,126.507323170982,강정동
땡큐베리마취통증의학과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 352,33.4901540052416,126.537513507677,이도이동
연세차내과의원, 의원,1,0,0,제주특별자치도 제주시 우평로 338,33.4841944587667,126.430534621471,외도일동
제일정형외과의원, 의원,1,0,0,제주특별자치도 서귀포시 일주동로 8675,33.2530177709473,126.561689408622,서귀동
수목원정신건강의학과의원, 의원,0,0,0,제주특별자치도 제주시 1100로 3178,33.46981155562,126.485332189237,노형동
서울아산내과의원, 의원,1,0,0,제주특별자치도 제주시 연북로 511,33.4844445262988,126.534540530554,아라일동
예쁨주의쁨의원, 의원,1,0,0,제주특별자치도 제주시 노형8길 3,33.4844444517438,126.477797252714,노형동
911 매일의원, 의원,1,1,1,제주특별자치도 제주시 아연로 603,33.4777476702248,126.543587346335,아라일동
서울삼성재활의학과의원, 의원,1,0,0,제주특별자치도 서귀포시 대정읍 하모상가로 49,33.2221082143923,126.253974122864,대정읍 하모리
우리정형외과의원, 의원,1,0,0,제주특별자치도 서귀포시 중앙로 106 ,33.2540929745943,126.561078796087,동홍동
인제상쾌한이비인후과의원, 의원,1,1,1,제주특별자치도 제주시 동광로 86,33.50460591343,126.537513496745,이도이동
서귀포365일의원, 의원,1,1,1,제주특별자치도 서귀포시 서문로 2,33.2523823115724,126.56038929257,서귀동
제주특별자치도서귀포의료원, 종합병원,0,0,0,제주특별자치도 서귀포시 장수로 47 ,33.2559809912099,126.562948872895,동홍동
이좋은이비인후과의원, 의원,1,0,1,제주특별자치도 제주시 월랑로 39,33.4889462586235,126.475614662141,노형동
이엠돌담의원, 의원,1,0,0,제주특별자치도 제주시 일주동로 393,33.521537909651,126.58696097496,삼양이동
이스톤의원, 의원,1,0,1,제주특별자치도 서귀포시 대정읍 에듀시티로 102,33.2869426700437,126.280320074803,대정읍 보성리
이내과, 의원,1,0,1,제주특별자치도 서귀포시 중정로 68-1 ,33.2478280008257,126.563693164842,서귀동
이경신이비인후과의원, 의원,1,0,1,제주특별자치도 제주시 중앙로 61 ,33.5126642987908,126.52480539172,이도일동
유쾌한비뇨기과의원, 의원,1,0,0,제주특별자치도 제주시 1100로 3333,33.4836219692901,126.480144305382,노형동
유진마취통증의학과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 286,33.4947573297223,126.532961293435,이도이동
위소아청소년과의원, 의원,1,0,1,제주특별자치도 제주시 월랑로 39,33.4889462586235,126.475614662141,노형동
우리소아청소년과의원, 의원,1,0,0,제주특별자치도 제주시 우정로15길 5,33.4860933595521,126.431727067918,외도일동
용담의원, 의원,1,0,1,제주특별자치도 제주시 용담로 92,33.5119148080676,126.512347253755,용담이동
외도굿모닝이비인후과의원, 의원,1,0,0,제주특별자치도 제주시 우평로 338,33.4841944587667,126.430534621471,외도일동
와인피부과의원, 의원,1,0,0,제주특별자치도 제주시 1100로 3178,33.46981155562,126.485332189237,노형동
올레비뇨의학과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 366,33.4892179424257,126.538473449487,이도이동
온마음의원, 의원,0,1,0,제주특별자치도 제주시 연삼로 548 ,33.5023973829354,126.547453553136,일도이동
예닮빛의원, 의원,1,0,0,제주특별자치도 제주시 동광로 133,33.5080772083926,126.540781688451,일도이동
예나산부인과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 83 ,33.5006079534785,126.504956663437,용담이동
연세제일안과의원, 의원,1,0,1,제주특별자치도 제주시 중앙로 337,33.4914901645134,126.537246969878,이도이동
연세이비인후과의원, 의원,1,1,1,제주특별자치도 제주시 고마로 117,33.5040195551784,126.542062489234,일도이동
연세유엘르의원, 의원,1,0,0,제주특별자치도 제주시 탑동로 24,33.517560202795,126.522460881414,삼도이동
연세외도정형외과의원, 의원,1,0,0,제주특별자치도 제주시 절물1길 40,33.4894240695434,126.431425872992,외도일동
연세안과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 220 ,33.4995658930419,126.52008091726,삼도일동
연세모벨르의원, 의원,1,0,0,제주특별자치도 제주시 노형로 407,33.485821410903,126.478301044424,노형동
연세가정의학과의원, 의원,1,0,0,제주특별자치도 제주시 일주동로 179 ,33.5190258288468,126.564514595443,화북일동
엔젤산부인과의원, 의원,1,0,0,제주특별자치도 서귀포시 대정읍 에듀시티로239번길 12,33.2792710003083,126.275094001081,대정읍 보성리
에덴산부인과의원, 의원,1,0,0,제주특별자치도 제주시 수덕로 6,33.4886649230919,126.475307220929,노형동
양승철소아청소년과의원, 의원,1,1,1,제주특별자치도 서귀포시 중정로 50,33.2473868717569,126.561678459094,서귀동
애플정신건강의학과의원, 의원,1,0,0,제주특별자치도 제주시 연북로 38,33.4816497749802,126.485403352408,노형동
애플소아청소년과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 560 ,33.4736791675227,126.545316121542,아라일동
안덕의원, 의원,1,0,1,제주특별자치도 서귀포시 안덕면 화순로 112,33.2466456577539,126.33427139002,안덕면 화순리
아이세상소아청소년과의원, 의원,1,0,0,제주특별자치도 제주시 화삼로1길 14,33.5147429829224,126.575260663273,화북일동
아이사랑소아과의원, 의원,1,0,1,제주특별자치도 제주시 동광로 131 ,33.5079413615319,126.540471800294,일도이동
아름다운피부과의원, 의원,1,0,0,제주특별자치도 제주시 도령로 5,33.486787562871,126.479932791957,노형동
심창은소아청소년과, 의원,1,0,0,제주특별자치도 제주시 화삼북로 139,33.5172612012089,126.587988242861,삼양이동
신제주이비인후과의원, 의원,1,0,1,제주특별자치도 제주시 연북로 38 ,33.4816497749802,126.485403352408,노형동
수안과의원, 의원,1,0,1,제주특별자치도 제주시 중앙로 286,33.4947573297223,126.532961293435,이도이동
속편한내과의원, 의원,1,0,1,제주특별자치도 제주시 중앙로 359,33.4899901963348,126.538701667205,이도이동
소리나소아청소년과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 380,33.4882533859825,126.539386069529,이도이동
세화의원, 의원,1,0,1,제주특별자치도 제주시 구좌읍 세화5길 2,33.5234241719497,126.85666489078,구좌읍 세화리
서해산부인과의원, 의원,1,1,1,제주특별자치도 제주시 동광로 131 ,33.5079413615319,126.540471800294,일도이동
서울준마취통증의학과의원, 의원,1,0,0,제주특별자치도 제주시 관덕로 67,33.5133194615426,126.526565460652,일도일동
서울정형외과의원, 의원,1,0,1,제주특별자치도 서귀포시 월드컵로 8 ,33.2489939885441,126.507323170982,강정동
서울위즈덤성형외과의원, 의원,0,0,0,제주특별자치도 제주시 노형로 388,33.4842149299307,126.477033090069,노형동
서울아산이비인후과의원, 의원,1,0,0,제주특별자치도 서귀포시 일주동로 8694,33.2531943901125,126.559542936558,서홍동
서울삼성이비인후과의원, 의원,1,0,0,제주특별자치도 서귀포시 월드컵로 8 ,33.2489939885441,126.507323170982,강정동
서울나눔마취통증의학과의원, 의원,1,0,0,제주특별자치도 제주시 고사마루길 2,33.4802908734374,126.472234040441,노형동
서귀포중앙정형외과의원, 의원,1,0,0,제주특별자치도 서귀포시 일주동로 8666,33.2536909571303,126.562363402936,동홍동
삼화365플러스의원, 의원,1,1,1,제주특별자치도 제주시 건주로 43,33.515618997731,126.580987069057,도련일동
삼성드림소아청소년과의원, 의원,1,0,0,제주특별자치도 제주시 동광로 120,33.5066486552758,126.539887780287,일도이동
브이아이피(VIP)성형외과의원, 의원,0,0,0,제주특별자치도 제주시 은남1길 46,33.4894448654446,126.490973525324,연동
뷰앤미의원, 의원,0,0,0,제주특별자치도 제주시 노연로 118-1 ,33.485585258314,126.492913483309,연동
봉개의원, 의원,1,0,0,제주특별자치도 제주시 삼봉로 327-2,33.4938858966334,126.594209719321,봉개동
봄길의원, 의원,0,0,0,제주특별자치도 제주시 삼무로 18,33.4895983510098,126.488660583969,연동
베드로정형외과의원, 의원,1,0,0,제주특별자치도 제주시 일주동로 180,33.5185383401924,126.564745984762,화북일동
박상욱휴정신건강의학과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 337,33.4914901645134,126.537246969878,이도이동
민소아청소년과의원, 의원,1,0,0,제주특별자치도 제주시 인다10길 35,33.4746302028058,126.549398263308,아라일동
미소의원, 의원,1,1,1,제주특별자치도 제주시 노연로 29,33.4862509810967,126.483241294872,노형동
미사랑의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 286 ,33.4947573297223,126.532961293435,이도이동
미모피부과의원, 의원,0,0,0,제주특별자치도 제주시 1100로 3347 2층 미모피부과의원 ,33.4848372184625,126.479605628771,노형동
문앤송소아청소년과의원, 의원,1,1,1,제주특별자치도 제주시 서광로 220,33.4995658930419,126.52008091726,삼도일동
모아의원, 의원,1,0,0,제주특별자치도 제주시 과원북4길 5 ,33.4813699204782,126.482523377392,노형동
멘파워비뇨기과의원, 의원,1,0,0,제주특별자치도 제주시 노연로 94 ,33.4857110958867,126.490204421725,연동
맘편한산부인과의원, 의원,1,0,0,제주특별자치도 제주시 1100로 3283,33.4794043922342,126.481797861927,노형동
마릴린제이의원, 의원,0,0,0,제주특별자치도 제주시 월랑로 5,33.4866900263728,126.478263449417,노형동
류정신건강의학과의원, 의원,1,0,0,제주특별자치도 제주시 건주로 22,33.5175149870554,126.580463315578,삼양이동
로하스의원, 의원,1,0,0,제주특별자치도 제주시 구남동8길 58,33.4854699148234,126.534950047883,아라일동
로즈마리의원, 의원,1,0,0,제주특별자치도 제주시 건주로4길 6-8,33.5167666311552,126.58029352618,도련일동
더좋은이비인후과의원, 의원,1,0,1,제주특별자치도 제주시 중앙로 337,33.4914901645134,126.537246969878,이도이동
더미인의원, 의원,1,0,0,제주특별자치도 서귀포시 중앙로 113,33.25480137328,126.560488355674,서홍동
더리프트의원, 의원,1,0,0,제주특별자치도 제주시 과원로 110,33.4793623460299,126.493480157363,연동
더고운의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 371 ,33.4891743543604,126.539431766652,이도이동
단단한정형외과의원, 의원,1,0,0,제주특별자치도 제주시 연북로 76,33.4815487337564,126.489399163279,연동
심연정신건강의학과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 570,33.4726590975615,126.545266152334,아라일동
구좌의원, 의원,1,0,0,제주특별자치도 제주시 구좌읍 세화12길 1,33.5208359636264,126.85927280891,구좌읍 세화리
꿀의원, 의원,1,0,0,제주특별자치도 제주시 동화로 28,33.5178427402212,126.572794072486,화북일동
노형오거리재활의학과의원, 의원,1,0,0,제주특별자치도 제주시 1100로 3347,33.4848372184625,126.479605628771,노형동
인구보건복지협회제주지회가족보건의원, 의원,1,0,0,제주특별자치도 제주시 신대로13길 21 ,33.4878237172067,126.498894285117,연동
전원중속내과의원, 의원,1,0,0,제주특별자치도 제주시 노형로 378,33.4835900233367,126.476304019779,노형동
한국건강관리협회건강증진의원, 의원,1,0,0,제주특별자치도 제주시 연북로 111 ,33.4820951498002,126.49332190718,연동
행복의원, 의원,1,0,1,제주특별자치도 제주시 조천읍 신북로 226,33.5360014855524,126.637179387123,조천읍 조천리
나우메디의원, 의원,1,1,1,제주특별자치도 제주시 연북로 511,33.4844445262988,126.534540530554,아라일동
노형365준의원, 의원,1,1,1,제주특별자치도 제주시 수덕로 41,33.4861483341127,126.472784599759,노형동
연동365일의원, 의원,1,1,1,제주특별자치도 제주시 연북로 99,33.4821139255537,126.492005938839,연동
국가대표정형외과의원, 의원,1,0,0,제주특별자치도 제주시 1100로 3321,33.4828355651889,126.480565928098,노형동
표선연세의원, 의원,1,1,0,제주특별자치도 서귀포시 표선면 표선관정로 97,33.3243350949031,126.830856774379,표선면 표선리
최선365의원, 의원,0,0,0,제주특별자치도 서귀포시 성산읍 고성오조로 67,33.4495805003363,126.914591544548,성산읍 고성리
닥터문의원, 의원,1,0,0,제주특별자치도 제주시 애월읍 애조로 236,33.4729231341514,126.408716519328,애월읍 상귀리
다나산부인과의원, 의원,1,0,1,제주특별자치도 제주시 고마로 47 ,33.5100343512406,126.539461415371,일도이동
늘봄미아름의원, 의원,1,0,0,제주특별자치도 제주시 월랑로 33,33.4885609141354,126.47608257237,노형동
녹십자정형외과의원, 의원,1,1,1,제주특별자치도 제주시 도령로 9 ,33.4867946632798,126.480400372295,노형동
남원의원, 의원,1,0,1,제주특별자치도 서귀포시 남원읍 태위로 636,33.2777075659547,126.71460904248,남원읍 남원리
꾸러기 소아 청소년과 의원, 의원,1,0,0,제주특별자치도 제주시 우정로 63,33.4871363196766,126.431118350237,외도일동
김영중의원, 의원,1,0,0,제주특별자치도 제주시 노형로 386,33.4841515431711,126.4769251227,노형동
김앤김신경외과의원, 의원,1,0,0,제주특별자치도 제주시 1100로 3324,33.4830200035135,126.481205117721,노형동
김세희소아과의원, 의원,1,0,0,제주특별자치도 제주시 동광로 110,33.5061298401656,126.539246511365,일도이동
김명식내과의원, 의원,1,0,0,제주특별자치도 제주시 용문로 163 ,33.5092782759611,126.51081189938,용담이동
김래상신경외과의원, 의원,1,0,0,제주특별자치도 제주시 중앙로 366,33.4892179424257,126.538473449487,이도이동
김기준이비인후과의원, 의원,1,0,0,제주특별자치도 제주시 승천로 75 ,33.4922384009257,126.543176897454,아라이동
김광정정형외과의원, 의원,1,0,0,제주특별자치도 제주시 월랑로8길 1,33.4888313001214,126.476679743326,노형동
고은미(美)의원, 의원,1,0,0,제주특별자치도 서귀포시 일주동로 8707,33.2524785027918,126.558248389213,서귀동
남재희삼성피부과의원, 의원,1,0,0,제주특별자치도 제주시 관덕로 5,33.5129208379056,126.519718315395,삼도이동
성국한신경외과의원, 의원,1,0,0,제주특별자치도 서귀포시 월드컵로 14,33.2484954704173,126.507139041774,강정동
그린정형외과의원, 의원,1,0,0,제주특별자치도 서귀포시 일주동로 8544,33.2550599681672,126.575544828973,동홍동
권대헌내과의원, 의원,1,0,0,제주특별자치도 제주시 노형로 386,33.4841515431711,126.4769251227,노형동
굿모닝마취통증의학과의원, 의원,0,0,0,제주특별자치도 제주시 건주로 31,33.5167785217559,126.580982878284,도련일동
제주권역재활병원, 병원,0,0,0,제주특별자치도 서귀포시 동문로 1 ,33.2528813892545,126.56246745282,서귀동
강윤종소아청소년과의원, 의원,1,0,0,제주특별자치도 제주시 일주동로 255,33.5206342191569,126.572210822067,화북일동
강남정형외과의원, 의원,1,0,1,제주특별자치도 서귀포시 대정읍 신영로 75,33.2209996508654,126.250818317088,대정읍 하모리
강남스타성형외과의원, 의원,1,0,0,제주특별자치도 제주시 신형로 14,33.4822751108546,126.47663826164,노형동
하귀의원, 의원,1,0,0,제주특별자치도 제주시 애월읍 하귀로 83,33.4821132548611,126.405447088205,애월읍 하귀2리
올레마취통증의학과의원, 의원,1,0,0,제주특별자치도 제주시 관덕로13길 2,33.5133491834926,126.526015193727,일도일동
제주푸른병원, 병원,1,1,1,제주특별자치도 제주시 조천읍 번영로 957,33.4759685465673,126.639045638796,조천읍 와흘리
김헌지정형외과의원, 의원,1,0,0,제주특별자치도 제주시 동광로15길 4 ,33.5060624042876,126.537867576967,일도이동
한라힘내과의원, 의원,1,0,0,제주특별자치도 서귀포시 동문로 5,33.2523432454262,126.562068685543,서귀동
탑동365일의원, 의원,1,1,1,제주특별자치도 제주시 탑동로 24 ,33.517560202795,126.522460881414,삼도이동
의료법인 중앙의료재단 중앙병원, 종합병원,1,0,0,제주특별자치도 제주시 월랑로 91-0 ,33.4923211704292,126.470480704295,이호이동
서울아산정형외과의원, 의원,1,0,0,제주특별자치도 제주시 조천읍 함덕13길 1,33.5415362832762,126.667466404234,조천읍 함덕리
행복한가정의학과의원, 의원,1,0,0,제주특별자치도 제주시 수덕1길 3 ,33.4862425301571,126.478276246833,노형동
강남새힘마취통증의학과의원, 의원,1,0,0,제주특별자치도 서귀포시 동문로 8,33.2519880099365,126.56201937785,서귀동
제주조은의원, 의원,1,0,0,제주특별자치도 제주시 용담로 46 ,33.5127685258347,126.507652346153,용담이동
동남의원, 의원,1,0,0,제주특별자치도 서귀포시 성산읍 서성일로 1177,33.4463868418404,126.904146924985,성산읍 고성리
박경식신경외과의원, 의원,1,0,0,제주특별자치도 제주시 서광로 263 ,33.5002241500889,126.524595836648,삼도일동
탑정형외과의원, 의원,1,0,0,제주특별자치도 제주시 한림읍 한림로 671,33.414958802335,126.264726837136,한림읍 한림리
제주수흉부외과의원, 의원,1,0,0,제주특별자치도 제주시 노형로 407,33.485821410903,126.478301044424,노형동
탑동병원, 병원,1,0,0,제주특별자치도 제주시 탑동로 26 ,33.5176852695215,126.52218453603,삼도이동
양승지외과의원, 의원,0,0,0,제주특별자치도 서귀포시 서문로 2 ,33.2523823115724,126.56038929257,서귀동
작은성모의원, 의원,1,0,0,제주특별자치도 제주시 화삼북로 63 ,33.5174991708227,126.579866759828,삼양이동
이창현정형외과의원, 의원,0,0,0,제주특별자치도 제주시 연북로 50,33.4815916076525,126.48666080169,노형동
(사)한국한센복지협회제주특별자치도지부부설복지피부과의원, 의원,1,0,0,제주특별자치도 제주시 신대로 128 ,33.4858517995196,126.496059583157,연동
